trip_id,pickup_location,drop_location,pickup_date,pickup_time,pickup_hour,time_of_day,weekday,is_weekend,season,passenger_count,trip_distance_km,traffic_level,actual_eta_minutes,average_speed,surge_multiplier
id0743606,Midtown,Upper West Side,09-02-2016,18:21,18,Evening,Tuesday,0,Winter,1,3.18,High,10.5,18.2,1.8
id1965671,Fort Greene,Windsor Terrace,12-01-2016,08:00,8,Morning,Tuesday,0,Winter,1,2.76,High,16.9,9.8,1.8
id1219346,Harlem,Crown Heights,27-02-2016,03:42,3,Night,Saturday,1,Winter,2,9.57,Low,47.4,12.1,1
id2844769,Harlem,East Harlem,18-05-2016,17:20,17,Afternoon,Wednesday,0,Spring,1,1.77,High,12.6,8.4,1.8
id3652773,Williamsburg,Upper West Side,21-02-2016,14:39,14,Afternoon,Sunday,1,Winter,1,3.92,Low,12.8,18.4,1
id3280140,East Harlem,Bedford-Stuyvesant,08-03-2016,12:06,12,Afternoon,Tuesday,0,Spring,1,3.1,Low,11.1,16.8,1
id2743727,West Village,Crown Heights,12-03-2016,01:05,1,Night,Saturday,1,Spring,1,0.88,Low,6.1,8.7,1
id0882468,Kensington,East Harlem,17-05-2016,03:59,3,Night,Tuesday,0,Spring,1,5.27,Low,18.8,16.8,1
id2274200,Williamsburg,East Harlem,07-05-2016,15:24,15,Afternoon,Saturday,1,Spring,1,1.32,Low,12.1,6.5,1
id1496950,East Village,East Harlem,03-04-2016,09:40,9,Morning,Sunday,1,Spring,1,3.9,High,12.1,19.3,1.8
id2838847,Upper West Side,East Harlem,06-05-2016,17:08,17,Afternoon,Friday,0,Spring,2,2.12,High,11.8,10.8,1.8
id2456177,Murray Hill,Bedford-Stuyvesant,04-06-2016,23:19,23,Evening,Saturday,1,Summer,1,5.52,Low,20.4,16.2,1
id3626065,Williamsburg,Upper West Side,16-03-2016,07:54,7,Morning,Wednesday,0,Spring,1,4.48,Medium,19.1,14.1,1.3
id0803458,Fort Greene,Bedford-Stuyvesant,03-02-2016,00:39,0,Night,Wednesday,0,Winter,1,9.39,Low,16.3,34.6,1
id0027673,Bedford-Stuyvesant,Upper West Side,03-02-2016,22:45,22,Evening,Wednesday,0,Winter,1,1.75,Low,5.5,19.1,1
id0060718,Fort Greene,Upper West Side,30-01-2016,21:46,21,Evening,Saturday,1,Winter,1,2.59,Low,8.6,18.1,1
id3579565,Murray Hill,Bedford-Stuyvesant,21-05-2016,16:41,16,Afternoon,Saturday,1,Spring,1,5.23,Medium,24.5,12.8,1.3
id0279538,East Harlem,Crown Heights,04-01-2016,18:08,18,Evening,Monday,0,Winter,1,4.05,High,16.7,14.6,1.8
id1102546,Great Kills,Flatlands,19-06-2016,10:14,10,Morning,Sunday,1,Summer,6,13.83,Medium,28.3,29.3,1.3
id0170737,East Harlem,Upper West Side,04-01-2016,20:40,20,Evening,Monday,0,Winter,1,5.6,Medium,13,25.8,1.3
id2795533,West Village,Bedford-Stuyvesant,23-06-2016,23:17,23,Evening,Thursday,0,Summer,1,3.73,Low,17.8,12.6,1
id1108193,Park Slope,Upper West Side,16-01-2016,09:17,9,Morning,Saturday,1,Winter,2,3.51,High,10.7,19.7,1.8
id3111221,Kensington,Hell's Kitchen,12-03-2016,12:38,12,Afternoon,Saturday,1,Spring,1,3.68,Low,15.8,14,1
id3841187,Midtown,Harlem,21-06-2016,07:32,7,Morning,Tuesday,0,Summer,1,3.42,Medium,14.3,14.3,1.3
id3376471,South Slope,South Slope,15-04-2016,20:42,20,Evening,Friday,0,Spring,1,0.03,Medium,0.6,3,1.3
id3096636,Upper West Side,Upper West Side,10-03-2016,11:52,11,Morning,Thursday,0,Spring,1,2.33,Low,12.7,11,1
id3377390,Kensington,Park Slope,15-03-2016,19:19,19,Evening,Tuesday,0,Spring,1,2.19,High,13.3,9.9,1.8
id1798883,Harlem,Upper West Side,11-06-2016,16:22,16,Afternoon,Saturday,1,Summer,1,5.1,Medium,21,14.6,1.3
id3349350,Park Slope,Upper West Side,08-04-2016,23:24,23,Evening,Friday,0,Spring,1,2.44,Low,12.6,11.6,1
id3131760,Bedford-Stuyvesant,Bedford-Stuyvesant,12-06-2016,21:54,21,Evening,Sunday,1,Summer,1,0.88,Low,5.9,8.9,1
id3199078,Tottenville,Great Kills,11-03-2016,09:18,9,Morning,Friday,0,Spring,2,25.07,High,43.9,34.3,1.8
id3019050,Harlem,Upper West Side,08-01-2016,18:05,18,Evening,Friday,0,Winter,1,3.5,High,13.2,15.9,1.8
id1817028,Bedford-Stuyvesant,Bedford-Stuyvesant,16-06-2016,19:55,19,Evening,Thursday,0,Summer,5,4.06,High,16.2,15,1.8
id2142801,Tottenville,Prince's Bay,23-05-2016,16:05,16,Afternoon,Monday,0,Spring,1,24.94,Medium,38.4,39,1.3
id1662776,Inwood,Windsor Terrace,06-03-2016,05:56,5,Night,Sunday,1,Spring,1,0.71,Low,2.8,15.2,1
id1171215,Murray Hill,Hell's Kitchen,18-02-2016,09:34,9,Morning,Thursday,0,Winter,1,8.29,High,21.9,22.7,1.8
id3191569,Crown Heights,Upper West Side,17-01-2016,03:27,3,Night,Sunday,1,Winter,4,11.48,Low,41.3,16.7,1
id3391024,Clinton Hill,Hell's Kitchen,11-04-2016,15:09,15,Afternoon,Monday,0,Spring,3,2.38,Low,13.9,10.3,1
id3797223,Chinatown,Park Slope,01-02-2016,21:07,21,Evening,Monday,0,Winter,1,8.55,Low,26.6,19.3,1
id3031340,West Village,Upper West Side,28-01-2016,18:01,18,Evening,Thursday,0,Winter,1,1.03,High,6,10.3,1.8
id1159078,Bedford-Stuyvesant,Bedford-Stuyvesant,09-02-2016,14:22,14,Afternoon,Tuesday,0,Winter,1,2.52,Low,9.4,16.1,1
id1444032,Upper West Side,Upper West Side,10-01-2016,13:41,13,Afternoon,Sunday,1,Winter,1,1.44,Low,5,17.3,1
id0037633,Upper West Side,Hell's Kitchen,19-06-2016,08:52,8,Morning,Sunday,1,Summer,1,2.46,High,8.9,16.6,1.8
id0825885,East Harlem,Upper West Side,29-01-2016,17:20,17,Afternoon,Friday,0,Winter,1,1.25,High,21.8,3.4,1.8
id2686917,Arden Heights,Midwood,07-04-2016,17:38,17,Afternoon,Thursday,0,Spring,1,9.79,High,26.4,22.2,1.8
id2641159,Bedford-Stuyvesant,Bedford-Stuyvesant,14-01-2016,07:49,7,Morning,Thursday,0,Winter,1,1.39,Medium,5,16.7,1.3
id1920339,Bushwick,Midtown,20-05-2016,17:46,17,Afternoon,Friday,0,Spring,1,1.35,High,13,6.2,1.8
id0902462,East Harlem,Midtown,07-02-2016,09:17,9,Morning,Sunday,1,Winter,1,3.95,High,18.9,12.5,1.8
id0942307,Harlem,Williamsburg,03-02-2016,18:11,18,Evening,Wednesday,0,Winter,1,0.9,High,4.5,12,1.8
id2481624,Great Kills,Arden Heights,02-06-2016,12:40,12,Afternoon,Thursday,0,Summer,1,22.28,Low,33.6,39.8,1
id1517029,Tottenville,Great Kills,31-05-2016,04:03,4,Night,Tuesday,0,Spring,1,24.05,Low,21.4,67.4,1
id3775708,Upper West Side,Hell's Kitchen,20-05-2016,02:36,2,Night,Friday,0,Spring,6,4.66,Low,10.2,27.4,1
id3486054,Harlem,Bedford-Stuyvesant,08-04-2016,20:49,20,Evening,Friday,0,Spring,2,8.43,Medium,30.4,16.6,1.3
id2518068,Kensington,Upper West Side,11-02-2016,17:00,17,Afternoon,Thursday,0,Winter,1,1.64,High,8,12.3,1.8
id2067847,Kensington,Upper West Side,23-03-2016,23:31,23,Evening,Wednesday,0,Spring,1,2.45,Low,9.1,16.2,1
id1458489,Arden Heights,Clifton,18-05-2016,18:17,18,Evening,Wednesday,0,Spring,1,12.72,High,38,20.1,1.8
id3245865,Windsor Terrace,Hell's Kitchen,16-05-2016,22:12,22,Evening,Monday,0,Spring,5,1.93,Low,7.6,15.2,1
id3133623,Upper West Side,South Slope,07-06-2016,22:27,22,Evening,Tuesday,0,Summer,6,1.1,Low,5.8,11.4,1
id3079334,Upper West Side,Kensington,21-06-2016,21:42,21,Evening,Tuesday,0,Summer,5,3.42,Low,17.3,11.9,1
id3456698,Upper West Side,East Harlem,21-02-2016,19:06,19,Evening,Sunday,1,Winter,1,8.66,High,20.8,25,1.8
id1703395,East Harlem,Kensington,08-01-2016,07:45,7,Morning,Friday,0,Winter,2,7.18,Medium,23.5,18.3,1.3
id2619163,Kensington,Kensington,18-06-2016,17:36,17,Afternoon,Saturday,1,Summer,1,2.44,High,9.7,15.1,1.8
id1376058,West Village,South Slope,02-03-2016,00:04,0,Night,Wednesday,0,Spring,1,2.08,Low,8.1,15.4,1
id0672547,East Village,Inwood,29-03-2016,15:42,15,Afternoon,Tuesday,0,Spring,1,4.06,Low,14.2,17.2,1
id3875188,West Village,East Harlem,06-03-2016,00:07,0,Night,Sunday,1,Spring,1,1.81,Low,6.6,16.5,1
id0403943,Harlem,Harlem,29-04-2016,07:58,7,Morning,Friday,0,Spring,5,2.32,Medium,13.6,10.2,1.3
id3878163,Murray Hill,Harlem,18-05-2016,19:32,19,Evening,Wednesday,0,Spring,6,4.81,High,11.1,26,1.8
id1474282,West Village,Upper West Side,24-02-2016,15:48,15,Afternoon,Wednesday,0,Winter,1,5.34,Low,29.3,10.9,1
id3873105,Harlem,Bedford-Stuyvesant,24-04-2016,11:12,11,Morning,Sunday,1,Spring,2,2.27,Low,10.1,13.5,1
id3559731,Chinatown,West Village,08-04-2016,23:19,23,Evening,Friday,0,Spring,1,5.3,Low,27.5,11.6,1
id1373618,Crown Heights,Upper West Side,17-04-2016,07:20,7,Morning,Sunday,1,Spring,1,3.73,Medium,12.2,18.3,1.3
id0537124,Midtown,Harlem,18-01-2016,14:18,14,Afternoon,Monday,0,Winter,1,1.38,Low,5.8,14.3,1
id2069117,Bedford-Stuyvesant,Upper West Side,04-05-2016,23:53,23,Evening,Wednesday,0,Spring,2,4.69,Low,13,21.6,1
id3990854,Bedford-Stuyvesant,Hell's Kitchen,09-01-2016,21:03,21,Evening,Saturday,1,Winter,2,2.74,Low,14.7,11.2,1
id2887722,Kensington,Bedford-Stuyvesant,23-04-2016,19:53,19,Evening,Saturday,1,Spring,1,2.68,High,11.4,14.1,1.8
id2063208,South Slope,West Village,20-02-2016,21:31,21,Evening,Saturday,1,Winter,2,1.13,Low,5.3,12.8,1
id0618063,Bensonhurst,Sheepshead Bay,08-04-2016,09:21,9,Morning,Friday,0,Spring,1,3.67,High,16.9,13,1.8
id3714297,Harlem,East Harlem,14-06-2016,16:19,16,Afternoon,Tuesday,0,Summer,1,2.6,Medium,18.1,8.6,1.3
id2984513,Bedford-Stuyvesant,Murray Hill,08-03-2016,17:05,17,Afternoon,Tuesday,0,Spring,1,3.35,High,13.2,15.2,1.8
id0709345,Tottenville,Rossville,31-01-2016,13:09,13,Afternoon,Sunday,1,Winter,2,23.95,Low,39.4,36.5,1
id0458315,Hell's Kitchen,Kensington,17-02-2016,03:52,3,Night,Wednesday,0,Winter,1,1.04,Low,3.5,17.8,1
id2338412,East Harlem,Bedford-Stuyvesant,06-01-2016,21:44,21,Evening,Wednesday,0,Winter,2,9.27,Low,21.9,25.4,1
id2316966,Bedford-Stuyvesant,Williamsburg,29-04-2016,18:34,18,Evening,Friday,0,Spring,5,1.53,High,9.2,10,1.8
id1940919,Tottenville,Eltingville,29-01-2016,15:26,15,Afternoon,Friday,0,Winter,2,23.38,Low,46.5,30.2,1
id0199587,Upper West Side,Upper West Side,16-06-2016,15:54,15,Afternoon,Thursday,0,Summer,1,1.64,Low,16.2,6.1,1
id1839663,Upper West Side,Upper West Side,24-03-2016,19:21,19,Evening,Thursday,0,Spring,1,1.83,High,7.5,14.6,1.8
id2444410,Upper West Side,Hell's Kitchen,19-01-2016,14:03,14,Afternoon,Tuesday,0,Winter,1,1.56,Low,16.5,5.7,1
id1193585,Park Slope,Fort Greene,31-01-2016,19:01,19,Evening,Sunday,1,Winter,1,4.06,High,13.2,18.5,1.8
id0888908,Inwood,Upper West Side,11-02-2016,22:33,22,Evening,Thursday,0,Winter,1,0.62,Low,9,4.1,1
id1028007,East Harlem,Bedford-Stuyvesant,09-01-2016,10:15,10,Morning,Saturday,1,Winter,1,0.87,Medium,6.3,8.3,1.3
id0913031,East Harlem,South Slope,05-06-2016,21:54,21,Evening,Sunday,1,Summer,1,4.71,Low,16.5,17.1,1
id0568701,Williamsburg,South Slope,20-04-2016,23:38,23,Evening,Wednesday,0,Spring,1,7.07,Low,21.4,19.8,1
id1759559,West Brighton,Sheepshead Bay,02-02-2016,08:31,8,Morning,Tuesday,0,Winter,1,2.97,High,25.9,6.9,1.8
id3081242,Great Kills,Arverne,01-04-2016,07:49,7,Morning,Friday,0,Spring,1,6.74,Medium,21.4,18.9,1.3
id2968505,Harlem,Upper West Side,01-04-2016,16:17,16,Afternoon,Friday,0,Spring,1,1.1,Medium,5.7,11.6,1.3
id2550055,Arden Heights,Midwood,11-02-2016,18:32,18,Evening,Thursday,0,Winter,2,12.83,High,23.7,32.5,1.8
id1657820,East Harlem,Williamsburg,09-03-2016,20:29,20,Evening,Wednesday,0,Spring,5,1.75,Medium,10.3,10.2,1.3
id1817186,Kensington,South Slope,12-06-2016,14:31,14,Afternoon,Sunday,1,Summer,1,2.3,Low,6.4,21.6,1
id3997120,Upper West Side,Upper West Side,20-02-2016,16:44,16,Afternoon,Saturday,1,Winter,5,3.95,Medium,17.9,13.2,1.3
id0980711,East Harlem,Chinatown,01-06-2016,08:44,8,Morning,Wednesday,0,Summer,1,1.85,High,4.7,23.6,1.8
id1328862,Windsor Terrace,East Harlem,25-03-2016,18:31,18,Evening,Friday,0,Spring,2,3.21,High,14.9,12.9,1.8
id1857910,Oakwood,Graniteville,09-06-2016,13:34,13,Afternoon,Thursday,0,Summer,3,12.33,Low,67.9,10.9,1
id0541349,Tottenville,Tottenville,23-03-2016,20:27,20,Evening,Wednesday,0,Spring,1,14.35,Medium,20.9,41.2,1.3
id1753881,Castleton Corners,Flatlands,02-01-2016,15:01,15,Afternoon,Saturday,1,Winter,5,3.11,Low,12.8,14.6,1
id2921077,Chelsea,Kensington,25-05-2016,23:06,23,Evening,Wednesday,0,Spring,3,8.75,Low,24.6,21.3,1
id0222160,Fort Greene,Murray Hill,05-03-2016,02:59,2,Night,Saturday,1,Spring,1,1.5,Low,7.5,12,1
id0651792,Sheepshead Bay,Arverne,16-04-2016,09:43,9,Morning,Saturday,1,Spring,1,1.37,High,8.7,9.4,1.8
id2606945,Upper West Side,Bedford-Stuyvesant,25-05-2016,17:33,17,Afternoon,Wednesday,0,Spring,2,1.14,High,13.5,5.1,1.8
id2789541,Midwood,Bayswater,11-05-2016,17:02,17,Afternoon,Wednesday,0,Spring,2,2.18,High,17.8,7.3,1.8
id0255117,Crown Heights,Murray Hill,17-05-2016,17:05,17,Afternoon,Tuesday,0,Spring,1,1.42,High,4.8,17.8,1.8
id2509367,Upper West Side,Kensington,28-05-2016,22:30,22,Evening,Saturday,1,Spring,1,6.11,Low,19.7,18.6,1
id1119203,Clinton Hill,Harlem,19-01-2016,17:13,17,Afternoon,Tuesday,0,Winter,1,1.47,High,14.1,6.3,1.8
id0488308,Clinton Hill,Upper West Side,09-02-2016,10:29,10,Morning,Tuesday,0,Winter,1,1.92,Medium,7.9,14.6,1.3
id1902327,Greenpoint,Bedford-Stuyvesant,16-06-2016,17:06,17,Afternoon,Thursday,0,Summer,1,0.88,High,15.6,3.4,1.8
id1255395,East Harlem,Harlem,21-02-2016,03:50,3,Night,Sunday,1,Winter,1,5.44,Low,15.7,20.8,1
id3687265,Williamsburg,Harlem,28-01-2016,11:51,11,Morning,Thursday,0,Winter,1,2.61,Low,17,9.2,1
id3738922,Tottenville,Tottenville,12-02-2016,11:33,11,Morning,Friday,0,Winter,1,0.01,Low,0.1,6,1
id1938592,Harlem,South Slope,21-01-2016,12:01,12,Afternoon,Thursday,0,Winter,2,1.66,Low,7.5,13.3,1
id3490593,Inwood,Park Slope,09-01-2016,23:39,23,Evening,Saturday,1,Winter,1,0.65,Low,9.1,4.3,1
id2861026,East Harlem,Park Slope,18-02-2016,21:43,21,Evening,Thursday,0,Winter,1,5.51,Low,18.3,18.1,1
id2375163,Bedford-Stuyvesant,Williamsburg,12-05-2016,21:33,21,Evening,Thursday,0,Spring,1,3.14,Low,8.6,21.9,1
id1650136,Park Slope,Bedford-Stuyvesant,10-03-2016,21:43,21,Evening,Thursday,0,Spring,2,2.33,Low,11.5,12.2,1
id3414208,Williamsburg,Fort Greene,29-02-2016,22:13,22,Evening,Monday,0,Winter,1,1.58,Low,8.3,11.4,1
id3296757,Upper West Side,Midtown,09-01-2016,01:44,1,Night,Saturday,1,Winter,1,6.44,Low,24.4,15.8,1
id0000278,Harlem,Harlem,04-06-2016,23:59,23,Evening,Saturday,1,Summer,2,9.29,Low,22.3,25,1
id1490087,Upper West Side,Upper West Side,11-02-2016,19:11,19,Evening,Thursday,0,Winter,1,4.13,High,10,24.8,1.8
id2463978,"Bay Terrace, Staten Island",Midwood,15-03-2016,14:27,14,Afternoon,Tuesday,0,Spring,1,15.58,Low,35.8,26.1,1
id0104423,Harlem,Murray Hill,16-01-2016,00:35,0,Night,Saturday,1,Winter,1,1.32,Low,4.8,16.5,1
id3519262,Hell's Kitchen,Harlem,26-05-2016,09:42,9,Morning,Thursday,0,Spring,6,4.21,High,26.7,9.5,1.8
id1134842,Bedford-Stuyvesant,East Harlem,27-02-2016,18:39,18,Evening,Saturday,1,Winter,1,2.08,High,21.8,5.7,1.8
id1377509,Midtown,East Harlem,18-03-2016,06:08,6,Morning,Friday,0,Spring,1,4.35,Low,7.7,33.9,1
id1549380,Sheepshead Bay,Bensonhurst,17-01-2016,00:44,0,Night,Sunday,1,Winter,2,3.05,Low,13,14.1,1
id2700311,Crown Heights,Upper West Side,31-03-2016,08:26,8,Morning,Thursday,0,Spring,1,0.61,High,2.6,14.1,1.8
id3142379,Chelsea,South Slope,01-01-2016,13:56,13,Afternoon,Friday,0,Winter,1,1.67,Low,5.9,17,1
id1408100,Harlem,East Harlem,18-02-2016,15:00,15,Afternoon,Thursday,0,Winter,1,1.08,Low,7.5,8.6,1
id0136410,Harlem,Midtown,16-06-2016,01:12,1,Night,Thursday,0,Summer,1,2.99,Low,8.6,20.9,1
id1821233,Bedford-Stuyvesant,West Village,09-04-2016,18:19,18,Evening,Saturday,1,Spring,2,0.63,High,2.2,17.2,1.8
id0031578,Tottenville,Eltingville,11-01-2016,22:58,22,Evening,Monday,0,Winter,1,25.78,Low,29,53.3,1
id0352463,Far Rockaway,Flatbush,11-06-2016,21:26,21,Evening,Saturday,1,Summer,1,2.01,Low,20,6,1
id1180974,Upper West Side,Chelsea,10-03-2016,23:35,23,Evening,Thursday,0,Spring,6,2.21,Low,12.8,10.4,1
id3826698,East Harlem,South Slope,16-02-2016,22:27,22,Evening,Tuesday,0,Winter,1,2.71,Low,12.3,13.2,1
id3009519,Upper West Side,Clinton Hill,16-05-2016,17:16,17,Afternoon,Monday,0,Spring,1,2.75,High,9.3,17.7,1.8
id2215151,Upper West Side,Park Slope,24-02-2016,21:36,21,Evening,Wednesday,0,Winter,1,1.85,Low,14,7.9,1
id3056666,Greenpoint,Chelsea,24-02-2016,19:41,19,Evening,Wednesday,0,Winter,1,0.87,High,3.2,16.3,1.8
id3361396,Upper West Side,Harlem,28-02-2016,01:35,1,Night,Sunday,1,Winter,1,3.58,Low,9.1,23.6,1
id1724084,Tottenville,Eltingville,03-06-2016,21:59,21,Evening,Friday,0,Summer,2,25.67,Low,60.6,25.4,1
id1159511,Crown Heights,Upper West Side,05-01-2016,08:41,8,Morning,Tuesday,0,Winter,1,2.12,High,11.1,11.5,1.8
id0056782,Prince's Bay,Huguenot,28-05-2016,14:15,14,Afternoon,Saturday,1,Spring,6,25.71,Low,57.7,26.7,1
id3645857,Bedford-Stuyvesant,Crown Heights,05-06-2016,15:08,15,Afternoon,Sunday,1,Summer,5,1.39,Low,8.6,9.7,1
id2643491,Harlem,Harlem,06-01-2016,14:36,14,Afternoon,Wednesday,0,Winter,1,2.95,Low,11,16.1,1
id2401523,Bedford-Stuyvesant,Upper West Side,03-05-2016,01:36,1,Night,Tuesday,0,Spring,2,7.59,Low,15.4,29.6,1
id3957654,Bedford-Stuyvesant,South Slope,17-04-2016,13:36,13,Afternoon,Sunday,1,Spring,5,3.3,Low,17,11.6,1
id3007157,Park Slope,Chinatown,23-06-2016,20:07,20,Evening,Thursday,0,Summer,2,0.25,Medium,2.6,5.8,1.3
id0245263,Bedford-Stuyvesant,Hell's Kitchen,04-06-2016,19:08,19,Evening,Saturday,1,Summer,3,1.19,High,4.9,14.6,1.8
id0537190,Upper West Side,Fort Greene,14-05-2016,06:53,6,Morning,Saturday,1,Spring,1,0.91,Low,2.8,19.5,1
id3226782,Bedford-Stuyvesant,Harlem,24-04-2016,19:22,19,Evening,Sunday,1,Spring,1,3.03,High,12,15.2,1.8
id1606701,Bensonhurst,Sheepshead Bay,14-05-2016,18:29,18,Evening,Saturday,1,Spring,1,0.99,High,43.3,1.4,1.8
id0154441,Midtown,Bedford-Stuyvesant,10-01-2016,16:00,16,Afternoon,Sunday,1,Winter,1,2.2,Medium,5.4,24.4,1.3
id3846944,Hell's Kitchen,West Village,16-02-2016,09:16,9,Morning,Tuesday,0,Winter,3,0.83,High,2.7,18.4,1.8
id1889534,South Slope,Inwood,18-05-2016,10:25,10,Morning,Wednesday,0,Spring,1,1.28,Medium,9.6,8,1.3
id0018830,Inwood,Kensington,02-04-2016,16:00,16,Afternoon,Saturday,1,Spring,1,2.16,Medium,25.9,5,1.3
id1812164,Inwood,Harlem,17-01-2016,00:25,0,Night,Sunday,1,Winter,1,0.76,Low,3.3,13.8,1
id1098555,Clinton Hill,Upper West Side,25-01-2016,17:11,17,Afternoon,Monday,0,Winter,1,2.09,High,18.9,6.6,1.8
id1473753,Bedford-Stuyvesant,Fort Greene,04-03-2016,20:20,20,Evening,Friday,0,Spring,3,1.54,Medium,5.2,17.8,1.3
id0536221,East Harlem,Williamsburg,03-01-2016,09:39,9,Morning,Sunday,1,Winter,1,0.87,High,4,13,1.8
id3918943,Bedford-Stuyvesant,Harlem,08-02-2016,07:52,7,Morning,Monday,0,Winter,1,5.41,Medium,12.3,26.4,1.3
id2466028,Flatbush,West Village,20-04-2016,20:27,20,Evening,Wednesday,0,Spring,1,3.08,Medium,9.7,19.1,1.3
id0270323,Upper West Side,East Harlem,27-03-2016,16:25,16,Afternoon,Sunday,1,Spring,2,1.86,Medium,8.8,12.7,1.3
id0685662,Harlem,Chinatown,23-04-2016,23:18,23,Evening,Saturday,1,Spring,2,0.9,Low,3.5,15.4,1
id3605098,Inwood,Midtown,19-02-2016,18:45,18,Evening,Friday,0,Winter,1,0.64,High,2.8,13.7,1.8
id2050280,Harlem,Bedford-Stuyvesant,01-01-2016,17:50,17,Afternoon,Friday,0,Winter,4,3.41,High,14.2,14.4,1.8
id3595750,Chinatown,Crown Heights,28-05-2016,12:35,12,Afternoon,Saturday,1,Spring,1,0.94,Low,8.7,6.5,1
id3267480,East Harlem,Kensington,09-04-2016,13:16,13,Afternoon,Saturday,1,Spring,1,2.41,Low,9.6,15.1,1
id3022896,Hell's Kitchen,Upper West Side,30-05-2016,18:44,18,Evening,Monday,0,Spring,1,4.51,High,21.7,12.5,1.8
id1511841,West Village,Murray Hill,11-03-2016,14:37,14,Afternoon,Friday,0,Spring,1,2.92,Low,18.3,9.6,1
id1122198,Harlem,Kensington,11-06-2016,15:01,15,Afternoon,Saturday,1,Summer,5,5.32,Low,23.6,13.5,1
id1967843,East Harlem,Bedford-Stuyvesant,30-06-2016,21:35,21,Evening,Thursday,0,Summer,1,3.4,Low,6.9,29.6,1
id2440071,South Slope,Crown Heights,05-03-2016,11:32,11,Morning,Saturday,1,Spring,1,1.21,Low,6.8,10.7,1
id3525165,Upper West Side,Upper West Side,26-06-2016,06:35,6,Morning,Sunday,1,Summer,1,6.47,Low,13.2,29.4,1
id3589844,Fort Greene,East Harlem,23-05-2016,18:17,18,Evening,Monday,0,Spring,1,2.87,High,21.8,7.9,1.8
id0494376,Fort Hamilton,Far Rockaway,04-04-2016,06:26,6,Morning,Monday,0,Spring,1,4.63,Low,9.6,28.9,1
id3205200,Hell's Kitchen,East Harlem,14-01-2016,10:14,10,Morning,Thursday,0,Winter,2,1.47,Medium,6.4,13.8,1.3
id1523979,Murray Hill,Bedford-Stuyvesant,28-06-2016,15:03,15,Afternoon,Tuesday,0,Summer,1,0.56,Low,3.8,8.8,1
id1662275,Upper West Side,Clinton Hill,04-05-2016,09:26,9,Morning,Wednesday,0,Spring,1,0.7,High,5,8.4,1.8
id0522891,Clinton Hill,Inwood,16-04-2016,23:51,23,Evening,Saturday,1,Spring,1,1.39,Low,5,16.7,1
id0968241,Sheepshead Bay,Arden Heights,08-02-2016,12:59,12,Afternoon,Monday,0,Winter,1,8.75,Low,14.1,37.2,1
id2550877,Harlem,Inwood,06-06-2016,17:30,17,Afternoon,Monday,0,Summer,2,1.92,High,8,14.4,1.8
id1870272,Park Slope,Upper West Side,11-02-2016,20:56,20,Evening,Thursday,0,Winter,1,4.35,Medium,18.9,13.8,1.3
id2944940,Bedford-Stuyvesant,Chinatown,09-01-2016,17:53,17,Afternoon,Saturday,1,Winter,1,3.53,High,12.7,16.7,1.8
id1483840,Chinatown,East Harlem,08-02-2016,07:56,7,Morning,Monday,0,Winter,1,1.21,Medium,5.4,13.4,1.3
id0873333,Bay Ridge,Sheepshead Bay,31-01-2016,11:31,11,Morning,Sunday,1,Winter,1,2.72,Low,19.3,8.5,1
id3588551,Upper West Side,Williamsburg,30-04-2016,15:00,15,Afternoon,Saturday,1,Spring,1,2.26,Low,15,9,1
id3593103,Bay Ridge,Fort Hamilton,14-04-2016,17:45,17,Afternoon,Thursday,0,Spring,2,1.36,High,13.2,6.2,1.8
id3816688,East Harlem,East Harlem,03-02-2016,19:14,19,Evening,Wednesday,0,Winter,2,4.2,High,28.7,8.8,1.8
id0938207,Huguenot,Tottenville,07-04-2016,07:28,7,Morning,Thursday,0,Spring,1,23.31,Medium,30.3,46.2,1.3
id0086820,Bedford-Stuyvesant,Upper West Side,09-01-2016,19:10,19,Evening,Saturday,1,Winter,2,6.18,High,24.5,15.1,1.8
id0601543,Fort Greene,Bedford-Stuyvesant,07-06-2016,09:20,9,Morning,Tuesday,0,Summer,1,1.65,High,19.6,5.1,1.8
id1100079,"Bay Terrace, Staten Island",Bay Ridge,26-03-2016,11:15,11,Morning,Saturday,1,Spring,1,13.25,Low,88.2,9,1
id2373414,Bedford-Stuyvesant,Upper West Side,19-02-2016,21:24,21,Evening,Friday,0,Winter,1,3.57,Low,12.7,16.9,1
id3499379,Upper West Side,Bedford-Stuyvesant,09-03-2016,22:14,22,Evening,Wednesday,0,Spring,1,1.47,Low,7.3,12.1,1
id2866370,Midwood,Great Kills,10-02-2016,07:41,7,Morning,Wednesday,0,Winter,1,13,Medium,15.6,50,1.3
id1617503,East Harlem,Upper West Side,06-06-2016,09:19,9,Morning,Monday,0,Summer,1,1.86,High,26.2,4.3,1.8
id0349268,Harlem,Clinton Hill,13-06-2016,10:35,10,Morning,Monday,0,Summer,1,1.79,Medium,7,15.3,1.3
id3257854,Murray Hill,Harlem,26-02-2016,07:36,7,Morning,Friday,0,Winter,1,2.39,Medium,8.7,16.5,1.3
id3474654,Tottenville,Huguenot,01-03-2016,17:30,17,Afternoon,Tuesday,0,Spring,2,24.31,High,49.3,29.6,1.8
id3451180,"Bay Terrace, Staten Island",Bensonhurst,17-02-2016,22:01,22,Evening,Wednesday,0,Winter,1,12.03,Low,24.8,29.1,1
